,Passed,Numero de Paginas,Cantidad de Palabras,Densidad Informacion (%),Fechas Detectadas (Count),Tamaño cuerpo probable,Variedad de fuentes,Variedad de tamaños,Uso de negritas (estimado %),Uso de cursivas (estimado %),Porcentaje Lenguaje Técnico,Porcentaje Lenguaje Genérico,LinkedIn,GitHub,Website/Otro,Cantidad de imágenes,Tiene Elementos Graficos,Lineas_education,Lineas_work_experience,Lineas_skills,Lineas_certifications,Lineas_achievements,Lineas_professional_profile,Lineas_languages,Lineas_projects,Lineas_publications,Lineas_training_courses,Lineas_volunteer_work,Seccion_education,Seccion_work_experience,Seccion_skills,Seccion_certifications,Seccion_achievements,Seccion_professional_profile,Seccion_languages,Seccion_projects,Seccion_publications,Seccion_training_courses,Seccion_volunteer_work,texto_extraido_len,Tamaño de fuente más usado,Promedio tamaño fuente,Formato Texto (Lineas)_Mixto,Formato Texto (Lineas)_Párrafos,Formato Texto (Lineas)_Viñetas,Orden Temporal_Orden Temporal Detectado,Orden Temporal_Pocas Fechas,Formato Fecha Más Común_DD/MM/YYYY,Formato Fecha Más Común_MM-YYYY,Formato Fecha Más Común_MM/YYYY,Formato Fecha Más Común_Mes YYYY (ES Comp),Formato Fecha Más Común_Mon YYYY (EN),Formato Fecha Más Común_Month YYYY (EN),Formato Fecha Más Común_Rango YYYY-YYYY,Formato Fecha Más Común_SpaCy DATE (Sin clasificar),Formato Fecha Más Común_YYYY,Formato Fecha Más Común_YYYY (SpaCy),Fuente principal_ArialMT,Fuente principal_Calibri,Fuente principal_Lato-Regular,Fuente principal_OpenSans-Regular,Fuente principal_Otra,Fuente principal_Roboto-Regular,Fuente principal_Tahoma,Legibilidad general_Buena,Legibilidad general_Potencialmente Deficiente,Consistencia tamaños fuente_Consistente,Consistencia tamaños fuente_Inconsistente,Consistencia márgenes (aprox)_Consistente,Consistencia márgenes (aprox)_Inconsistente,Uso de colores (texto)_No,Uso de colores (texto)_Sí,Uso de colores (dibujos)_No,Uso de colores (dibujos)_Sí,Deteccion Foto Perfil_No se detectaron imágenes candidatas,Deteccion Foto Perfil_Posible Foto Detectada,secciones_completas
93,1,3,606,4.18,0,10,4,5,28.0,100.0,5.25,94.75,1,1,1,4,0,6,19,4,0,1,28,11,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,4187,10,12.4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,10
94,1,4,772,4.75,0,10,7,3,9.4,11.3,7.77,92.23,0,0,1,0,1,0,15,0,0,0,27,25,3,57,3,0,1,1,1,1,1,1,1,1,1,1,0,6139,10,11.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,9
95,1,2,195,7.05,4,10,4,7,0.0,100.0,8.0,92.0,1,1,1,1,0,22,3,6,0,0,3,1,12,9,3,0,1,1,1,1,0,1,1,1,1,1,1,4710,10,10.857142857142858,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,9
96,1,2,348,4.08,8,11,5,8,11.6,100.0,16.35,83.65,0,0,0,2,1,4,2,3,3,0,2,3,4,7,13,0,1,1,1,1,0,1,1,1,1,1,0,2724,11,14.875,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,8
97,1,3,941,6.56,1,9,3,3,0.0,18.8,8.85,91.15,0,0,0,0,1,4,22,12,23,0,11,10,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,6357,9,11.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,9
98,1,3,793,5.71,1,11,8,5,26.1,8.4,6.99,93.01,0,0,1,1,0,7,58,9,1,0,0,0,0,0,2,0,1,1,1,1,1,1,0,1,1,1,0,5724,11,10.2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,8
99,1,3,1028,7.39,0,8,5,6,11.5,100.0,4.95,95.05,0,0,0,3,0,2,31,1,2,7,21,20,4,3,1,4,1,1,1,1,1,1,1,1,1,1,1,7411,8,13.333333333333334,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,10
100,1,1,299,6.56,0,11,4,6,39.8,98.8,9.87,90.13,0,0,0,0,1,24,0,0,0,0,1,1,0,12,4,0,1,1,1,1,0,1,1,0,1,1,1,2194,11,17.166666666666668,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,8
101,1,3,754,5.92,1,11,4,2,5.4,58.7,3.73,96.27,1,0,0,0,0,3,10,0,0,1,6,4,5,7,0,10,1,1,1,1,1,1,1,1,1,1,1,5742,11,10.5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,10
102,1,4,1233,6.14,1,10,2,4,9.3,0.0,7.48,92.52,1,0,0,40,0,6,99,3,21,0,8,0,0,0,9,0,1,1,1,1,0,1,1,1,1,1,0,7940,10,15.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,8
103,1,3,103,4.0,0,11,5,4,31.2,96.4,7.35,92.65,0,0,0,9,1,6,0,1,0,0,1,12,4,2,0,0,1,1,1,0,0,1,1,1,1,1,0,3873,11,14.75,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,7
105,1,7,942,3.4,0,12,6,4,60.3,46.0,4.31,95.69,0,0,0,1,1,2,0,49,9,0,44,12,3,0,0,0,1,1,1,1,1,1,1,1,1,1,0,7686,12,11.25,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,9
106,1,2,511,5.11,2,9,6,4,14.9,90.1,2.88,97.12,0,0,0,0,1,1,1,10,0,0,2,19,34,0,0,0,1,1,1,1,0,1,1,1,1,1,0,3422,9,16.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,8
107,1,3,639,4.57,0,12,8,4,21.0,2.5,6.54,93.46,1,0,0,0,0,0,31,3,2,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,4432,12,12.75,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,8
108,1,1,301,7.53,1,8,4,6,25.0,100.0,8.78,91.22,1,0,1,3,1,5,2,2,0,3,0,8,2,3,0,2,1,1,1,1,1,1,1,1,1,1,1,2516,8,12.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,10
109,1,3,700,5.34,0,9,3,7,37.6,100.0,9.27,90.73,1,1,0,1,1,6,0,2,2,0,18,11,0,21,9,1,1,1,1,1,1,1,1,1,1,1,1,5348,9,10.285714285714286,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,10
110,1,3,1098,8.47,0,9,6,8,23.8,0.0,4.82,95.18,0,0,0,0,1,6,8,0,7,0,0,0,0,11,32,7,1,1,1,1,0,1,1,1,1,1,1,8207,9,15.625,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,9
111,1,3,606,4.47,1,9,4,6,25.0,87.5,10.23,89.77,0,0,0,2,1,5,3,4,0,1,0,5,10,0,0,7,1,1,1,1,1,1,1,1,1,1,1,4333,9,16.833333333333332,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,10
112,1,3,583,4.24,3,10,2,4,21.1,0.0,6.68,93.32,1,0,0,21,0,1,14,15,0,0,4,0,8,2,0,5,1,1,1,1,0,1,1,1,1,1,1,4112,10,15.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,9
113,1,4,881,5.05,0,10,9,5,21.0,35.3,2.73,97.27,0,0,0,0,1,15,2,3,0,0,1,4,32,0,1,2,1,1,1,1,0,1,1,1,1,1,1,6523,10,12.6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,9
114,1,2,705,7.37,0,9,1,7,0.0,100.0,7.24,92.76,1,0,0,11,0,9,1,5,0,0,47,4,0,0,15,0,1,1,1,1,0,1,1,1,1,1,1,4926,9,10.285714285714286,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,9
115,1,1,66,8.11,0,9,9,6,30.1,100.0,7.95,92.05,1,0,0,0,0,1,6,0,0,0,0,0,0,1,7,0,1,1,1,1,0,1,1,1,1,1,0,2711,9,11.666666666666666,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,8
116,1,1,454,10.34,1,9,8,5,6.7,57.1,10.13,89.87,0,1,0,0,0,6,20,0,0,0,2,20,11,0,0,0,1,1,1,1,0,1,1,1,1,0,1,3342,9,11.8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,8
117,1,2,728,8.47,0,8,2,6,0.0,2.5,7.75,92.25,1,0,0,0,1,0,2,0,12,0,3,0,18,0,37,0,1,1,1,1,0,1,1,1,1,1,1,5654,8,11.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,9
118,1,1,532,9.46,1,9,4,7,10.4,54.0,8.86,91.14,0,0,0,2,0,2,1,0,0,0,33,4,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,3890,9,14.571428571428571,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,8
119,1,6,398,1.58,0,12,5,7,34.1,2.9,10.32,89.68,0,0,1,1,1,2,3,12,0,12,0,1,0,3,2,12,1,1,1,1,1,0,1,0,1,1,1,3067,12,11.857142857142858,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,8
120,1,5,1045,4.15,4,10,2,4,8.4,0.0,5.08,94.92,1,0,0,40,0,12,29,4,0,0,8,0,0,26,10,0,1,1,1,1,0,1,1,1,1,1,0,6699,10,15.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,8
121,1,1,286,6.33,0,9,4,4,23.7,100.0,5.23,94.77,0,0,0,0,1,19,5,3,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,2118,9,14.75,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,7
122,1,2,769,8.45,2,8,10,7,12.4,2.9,12.37,87.63,0,0,0,84,1,10,56,9,0,14,2,12,3,0,4,5,1,1,1,1,1,1,1,1,1,1,1,5644,8,11.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,10
123,1,3,424,3.44,2,11,4,4,24.4,14.4,5.69,94.31,1,0,0,0,1,3,35,0,0,0,0,2,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,3332,11,15.25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,7
124,1,2,742,8.42,7,9,4,3,19.5,0.0,4.99,95.01,0,0,0,0,1,2,3,6,0,0,0,0,8,8,0,0,1,1,1,1,0,1,0,1,1,0,0,5629,9,11.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,6
125,1,1,385,1.77,2,14,1,1,0.0,0.0,5.33,94.67,0,0,0,8,1,2,4,7,0,0,4,1,37,8,0,0,1,1,1,1,0,1,1,1,1,0,0,2710,14,14.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,7
126,1,2,424,4.65,0,11,6,3,38.8,100.0,6.16,93.84,0,0,0,0,0,4,1,12,0,0,25,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,3824,11,13.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,8
127,1,1,319,6.82,0,10,4,6,0.0,100.0,10.12,89.88,0,0,0,4,0,1,0,16,2,0,0,0,20,15,0,0,1,1,1,1,0,1,1,1,1,0,1,2278,10,12.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,8
128,1,4,256,5.48,0,11,4,4,25.6,0.0,9.72,90.28,0,0,0,0,1,3,2,4,0,0,1,13,4,18,0,5,1,1,1,1,0,1,1,1,1,1,1,7086,11,14.75,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,9
129,1,2,641,6.54,1,9,8,5,34.7,10.2,8.89,91.11,0,0,0,0,0,1,57,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4369,9,11.4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,9
130,1,2,1075,12.08,4,9,3,7,15.2,100.0,9.19,90.81,0,0,0,0,1,27,1,8,0,0,8,0,0,27,11,0,1,1,1,1,0,1,1,1,1,1,1,7809,9,13.571428571428571,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,9
131,1,1,235,5.1,1,8,1,5,0.0,0.0,3.9,96.1,0,0,0,0,0,2,11,6,0,0,6,7,0,0,4,0,1,1,1,1,0,1,1,1,1,1,0,1708,8,12.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,8
132,1,3,148,5.02,0,10,6,4,21.5,3.2,6.73,93.27,0,0,0,0,1,0,0,17,1,24,1,6,5,0,3,0,1,1,1,1,1,1,1,1,1,1,1,4869,10,11.75,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,10
133,1,2,596,6.46,2,8,3,4,8.8,100.0,6.86,93.14,0,0,0,1,1,26,3,0,0,0,3,0,0,19,6,42,1,1,1,1,0,1,0,1,1,1,1,4321,8,14.5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,8
134,1,2,99,5.16,2,11,3,4,7.6,1.0,15.14,84.86,0,0,0,0,1,4,0,4,7,0,0,2,10,6,1,0,1,1,1,1,1,1,1,1,1,1,0,3336,11,13.75,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,9
135,1,1,292,6.29,3,10,1,3,0.0,0.0,5.46,94.54,0,0,0,0,0,0,0,5,0,0,2,0,7,0,0,5,1,1,1,1,0,1,1,1,1,0,1,2103,10,18.333333333333332,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,8
136,1,7,2224,6.35,0,11,7,8,9.0,11.3,8.48,91.52,0,0,0,115,1,7,192,28,1,0,8,12,0,3,0,0,1,1,1,1,1,1,1,1,1,1,0,14858,11,13.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,9
137,1,2,677,7.73,1,9,3,7,27.5,100.0,8.24,91.76,0,0,0,0,0,2,1,8,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,4993,9,9.285714285714286,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,9
138,1,2,499,5.45,4,10,6,5,7.1,100.0,6.47,93.53,0,0,1,0,1,11,1,9,2,0,24,5,0,15,0,0,1,1,1,1,0,1,1,1,1,0,0,3686,10,13.4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,7
139,1,3,155,5.37,1,11,5,4,13.0,0.6,14.02,85.98,0,0,0,0,1,15,8,2,0,11,10,8,1,4,1,0,1,1,1,1,1,1,1,1,1,1,0,5206,11,14.25,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,9
140,1,2,315,3.8,1,11,8,7,19.2,81.7,3.83,96.17,1,0,0,0,0,2,3,4,0,0,5,0,0,7,11,0,1,1,1,1,0,1,0,1,1,1,0,2457,11,10.285714285714286,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,7
141,1,1,108,6.8,0,9,3,7,33.3,100.0,17.82,82.18,1,1,1,3,0,6,0,3,0,2,0,0,5,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2272,9,13.571428571428571,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,10
142,1,3,454,8.32,1,10,3,1,7.6,0.0,2.52,97.48,0,0,0,0,1,6,5,3,0,0,4,4,0,18,4,3,1,1,1,1,1,1,1,1,1,1,1,8065,10,10.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,10
143,1,2,109,6.5,0,9,9,6,24.8,100.0,16.6,83.4,1,0,0,0,0,3,5,7,1,0,10,0,2,1,5,0,1,1,1,1,0,1,1,1,1,1,0,4341,9,13.666666666666666,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,8
144,1,1,73,9.29,0,9,10,6,20.7,100.0,12.04,87.96,1,1,1,0,0,4,5,4,0,0,0,1,0,1,2,0,1,1,1,1,0,0,1,1,1,1,0,3103,9,13.666666666666666,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,7
145,1,2,419,4.89,0,11,4,6,34.1,84.6,6.95,93.05,1,0,0,0,0,2,38,3,0,0,0,3,0,0,8,0,1,1,1,1,0,1,1,1,1,1,0,3274,11,15.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,8
146,1,3,408,3.11,1,11,3,4,16.0,0.0,9.14,90.86,0,0,0,0,1,0,1,0,10,16,4,0,1,6,0,18,1,1,1,1,1,1,1,1,1,0,1,3019,11,14.25,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,9
147,1,3,876,6.99,0,10,4,4,18.2,100.0,6.43,93.57,1,1,1,2,1,9,5,0,0,0,0,15,11,4,4,1,1,1,1,1,1,1,1,1,1,1,1,6991,10,11.5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,10
148,1,4,633,4.45,4,10,5,7,46.1,1.2,6.26,93.74,0,0,0,0,1,32,3,0,8,0,9,12,57,2,1,0,1,1,1,1,0,1,1,1,1,1,1,5753,10,14.285714285714286,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,9
149,1,4,87,1.49,3,11,2,2,23.0,100.0,3.39,96.61,0,0,1,7,1,1,4,8,1,0,6,0,11,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1930,11,17.5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,10
150,1,2,678,6.85,2,8,1,1,0.0,0.0,4.93,95.07,0,0,0,9,1,3,15,10,20,0,34,0,11,0,0,0,1,1,1,1,1,1,1,1,1,1,0,4574,8,8.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,9
151,1,2,596,6.24,0,9,6,5,15.4,99.1,7.54,92.46,0,0,0,6,1,0,0,14,1,0,0,0,0,12,3,0,1,1,1,1,0,1,1,1,1,1,0,4166,9,13.4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,8
152,1,3,715,5.38,4,10,5,4,11.3,0.0,8.76,91.24,0,0,0,2,0,3,75,1,0,0,2,6,13,0,0,0,1,1,1,1,0,1,1,1,1,0,0,5217,10,11.25,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,7
153,1,2,628,7.03,2,9,3,7,13.7,100.0,4.81,95.19,1,0,0,0,1,3,20,0,0,0,0,6,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,4544,9,14.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,7
154,1,1,353,8.07,1,9,3,5,10.5,100.0,9.75,90.25,1,0,0,1,1,4,18,7,3,3,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,2694,9,13.2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,8
155,1,4,788,4.69,0,9,8,5,18.5,0.8,2.76,97.24,0,0,0,0,0,8,17,4,0,0,0,19,0,78,0,0,1,1,1,1,0,1,1,1,1,1,0,6263,9,13.2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,8
156,1,2,435,4.87,1,10,4,4,37.0,32.1,7.52,92.48,1,1,0,0,1,3,2,2,7,0,40,0,5,0,0,1,1,1,1,1,0,1,1,1,1,1,1,3261,10,13.25,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,9
157,1,4,588,3.18,0,11,2,4,53.4,0.0,2.09,97.91,0,0,0,9,1,9,64,0,6,0,0,2,0,13,0,0,1,1,1,1,0,0,1,1,1,1,0,4280,11,11.75,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,7
158,1,3,993,7.18,1,8,4,7,16.9,87.3,7.6,92.4,0,0,0,1,1,4,12,124,5,0,2,2,3,19,0,0,1,1,1,1,0,1,1,1,1,1,1,7200,8,11.285714285714286,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,9
161,1,1,337,6.58,2,10,6,7,12.9,83.9,13.82,86.18,0,0,1,2,1,9,0,2,8,5,5,13,0,0,0,10,1,1,1,1,1,1,1,1,1,0,1,2200,10,15.428571428571429,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,9
162,1,1,65,7.01,0,9,2,2,18.5,100.0,21.54,78.46,0,0,0,0,0,3,8,0,8,0,0,0,0,6,0,12,1,1,0,1,0,1,0,0,1,1,1,2344,9,9.5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,6
163,1,1,45,6.23,0,10,4,5,20.0,6.7,14.29,85.71,0,0,0,0,0,1,2,0,0,0,0,0,0,6,1,0,1,1,1,1,0,1,1,0,1,1,0,2085,10,14.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,7
164,1,7,1986,7.17,2,11,11,7,3.8,51.3,2.78,97.22,0,0,0,0,0,7,45,8,12,4,11,30,3,1,0,0,1,1,1,1,1,1,1,1,1,1,0,16219,11,16.285714285714285,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,9
165,1,3,508,3.79,7,10,3,4,28.6,100.0,4.65,95.35,0,0,0,0,1,0,11,2,1,0,0,5,25,2,13,0,1,1,1,1,0,1,1,1,1,1,1,3800,10,15.75,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,9
166,1,3,515,3.73,0,12,5,2,49.7,4.1,3.89,96.11,0,0,1,1,0,3,11,0,52,0,5,3,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,3738,12,11.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,8
167,1,1,271,4.92,9,10,8,8,5.8,100.0,5.17,94.83,0,0,0,33,1,3,2,2,0,1,1,0,10,2,0,5,1,1,1,1,1,1,1,1,1,0,1,1625,10,16.25,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,9
168,1,1,368,8.78,0,10,5,3,31.6,0.0,8.66,91.34,0,0,1,6,1,3,14,11,0,0,8,0,2,26,0,0,1,1,1,1,0,1,1,1,1,1,0,2837,10,10.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,8
169,1,2,704,8.03,2,8,2,4,30.7,100.0,8.68,91.32,1,1,0,0,0,9,58,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,5362,8,11.75,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,7
170,1,5,1355,6.08,0,10,5,4,11.1,0.0,5.64,94.36,0,0,0,0,0,1,5,26,0,0,8,0,37,26,2,0,1,1,1,1,0,1,1,1,1,1,1,9819,10,11.25,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,9
